web-scraper-order,web-scraper-start-url,house,house-href,price,location,luas_bangunan,luas_tanah,sertifikasi,n_bedroom,n_bathroom,n_lantai
"1669845522-619","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","HighlightRp 790.000.0002 KT - 2 KM - 55 m2Cendana Essence Rumah Keren TangerangMampang Prapatan, Jakarta Selatan05 Nov","https://www.olx.co.id/item/cendana-essence-rumah-keren-tangerang-iid-878060473","Rp 790.000.000","Mampang Prapatan, Jakarta Selatan, Jakarta D.K.I.","55","60","SHM - Sertifikat Hak Milik","2","2","2"
"1669845527-620","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","HighlightRp 25.000.000.0006 KT - 4 KM - 300 m2Rumah Ligamas.  Lebar Bisa Dibelah Dua, Beli Sebagian Komplex Liga MasPancoran, Jakarta Selatan16 Nov","https://www.olx.co.id/item/rumah-ligamas-lebar-bisa-dibelah-dua-beli-sebagian-komplex-liga-mas-iid-879035345","Rp 25.000.000.000","Pancoran, Jakarta Selatan, Jakarta D.K.I.","300","518","SHM - Sertifikat Hak Milik","6","4","1"
"1669845535-621","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","HighlightRp 150.500.0002 KT - 1 KM - 27 m2Gaji UMR bisa KPR Rumah SubsidiKebayoran Baru, Jakarta Selatan22 Nov","https://www.olx.co.id/item/gaji-umr-bisa-kpr-rumah-subsidi-iid-879599697","Rp 150.500.000","Kebayoran Baru, Jakarta Selatan, Jakarta D.K.I.","27","60","SHM - Sertifikat Hak Milik","2","1","1"
"1669845542-622","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 285.000.0002 KT - 1 KM - 45 m2Rumah murah cantik siap huniCilandak, Jakarta SelatanHari ini","https://www.olx.co.id/item/rumah-murah-cantik-siap-huni-iid-880279873","Rp 285.000.000","Cilandak, Jakarta Selatan, Jakarta D.K.I.","45","86","SHM - Sertifikat Hak Milik","2","1","1"
"1669845547-623","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 5.300.000.0003 KT - 2 KM - 200 m2Dijual Rumah di Pesanggrahan BintaroPesanggrahan, Jakarta SelatanHari ini","https://www.olx.co.id/item/dijual-rumah-di-pesanggrahan-bintaro-iid-880280575","Rp 5.300.000.000","Pesanggrahan, Jakarta Selatan, Jakarta D.K.I.","200","300","SHM - Sertifikat Hak Milik","3","2","1"
"1669845553-624","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 7.000.000.0007 KT - 4 KM - 300 m2DIJUAL RUMAH HOOK STRATEGISPesanggrahan, Jakarta SelatanHari ini","https://www.olx.co.id/item/dijual-rumah-hook-strategis-iid-880281399","Rp 7.000.000.000","Pesanggrahan, Jakarta Selatan, Jakarta D.K.I.","300","565","SHM - Sertifikat Hak Milik","7","4","2"
"1669845558-625","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 265.000.0002 KT - 1 KM - 36 m2Halaman depan luasCilandak, Jakarta SelatanHari ini","https://www.olx.co.id/item/halaman-depan-luas-iid-880282460","Rp 265.000.000","Cilandak, Jakarta Selatan, Jakarta D.K.I.","36","60","SHM - Sertifikat Hak Milik","2","1","1"
"1669845564-626","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 1.170.000.0003 KT - 3 KM - 79 m2CLUSTER BARU FULL BATA MERAH 1 UNIT LAGI READY ALL IN FREE BIAYA2Kebayoran Baru, Jakarta SelatanHari ini","https://www.olx.co.id/item/cluster-baru-full-bata-merah-1-unit-lagi-ready-all-in-free-biaya2-iid-880283637","Rp 1.170.000.000","Kebayoran Baru, Jakarta Selatan, Jakarta D.K.I.","79","60","SHM - Sertifikat Hak Milik","3","3","2"
"1669845569-627","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 800.000.0003 KT - 3 KM - 55 m2READY STOCK Rumah tanpa DP Cendana Essence by Lippo Karawaci TangerangPasar Minggu, Jakarta SelatanHari ini","https://www.olx.co.id/item/ready-stock-rumah-tanpa-dp-cendana-essence-by-lippo-karawaci-tangerang-iid-880283641","Rp 800.000.000","Pasar Minggu, Jakarta Selatan, Jakarta D.K.I.","55","60","SHM - Sertifikat Hak Milik","3","3","2"
"1669845574-628","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 1.600.000.0004 KT - 4 KM - 125 m2Townhouse 3lantai DP 0% free biaya surat ada rooftopnyaPesanggrahan, Jakarta SelatanHari ini","https://www.olx.co.id/item/townhouse-3lantai-dp-0-free-biaya-surat-ada-rooftopnya-iid-880284174","Rp 1.600.000.000","Pesanggrahan, Jakarta Selatan, Jakarta D.K.I.","125","72","SHM - Sertifikat Hak Milik","4","4","3"
"1669845578-629","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 1.300.000.0003 KT - 2 KM - 82 m2Cluster Baru nempel Bintaro Dp 5% Lingkungan sudah jadi akses 2 mobilKebayoran Baru, Jakarta SelatanHari ini","https://www.olx.co.id/item/cluster-baru-nempel-bintaro-dp-5-lingkungan-sudah-jadi-akses-2-mobil-iid-880284196","Rp 1.300.000.000","Kebayoran Baru, Jakarta Selatan, Jakarta D.K.I.","82","72","SHM - Sertifikat Hak Milik","3","2","2"
"1669845583-630","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 1.000.000.0063 KT - 2 KM - 75 m2HOT PROMO! 1,1M RUMAH MEWAH TERNYAMAN STRATEGIS DIJAKARTAKebayoran Lama, Jakarta SelatanHari ini","https://www.olx.co.id/item/hot-promo-11m-rumah-mewah-ternyaman-strategis-dijakarta-iid-880284643","Rp 1.000.000.006","Kebayoran Lama, Jakarta Selatan, Jakarta D.K.I.","75","60","SHM - Sertifikat Hak Milik","3","2","2"
"1669845587-631","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 1.260.070.0004 KT - 3 KM - 90 m2Disc Harga & Free Biaya Rumah Siap Huni Cluster CiputatCilandak, Jakarta SelatanHari ini","https://www.olx.co.id/item/disc-harga-free-biaya-rumah-siap-huni-cluster-ciputat-iid-880284667","Rp 1.260.070.000","Cilandak, Jakarta Selatan, Jakarta D.K.I.","90","74","SHM - Sertifikat Hak Milik","4","3","2"
"1669845592-632","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 900.000.0013 KT - 3 KM - 80 m2PROMO 5JT ALL IN Premium Living Margonda Ecopark Ekslusif Kawasan MargPasar Minggu, Jakarta SelatanHari ini","https://www.olx.co.id/item/promo-5jt-all-in-premium-living-margonda-ecopark-ekslusif-kawasan-marg-iid-880284668","Rp 900.000.001","Pasar Minggu, Jakarta Selatan, Jakarta D.K.I.","80","60","SHM - Sertifikat Hak Milik","3","3","2"
"1669845597-633","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 1.600.000.0003 KT - 2 KM - 84 m2Rumah cluster siap huni || di pondok cabe dekat tol PamulangCilandak, Jakarta SelatanHari ini","https://www.olx.co.id/item/rumah-cluster-siap-huni-di-pondok-cabe-dekat-tol-pamulang-iid-880284861","Rp 1.600.000.000","Cilandak, Jakarta Selatan, Jakarta D.K.I.","84","70","SHM - Sertifikat Hak Milik","3","2","2"
"1669845601-634","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 1.600.000.0003 KT - 2 KM - 84 m2Cluster baru rumah siap huni || di pondok cabe dekat tol PamulangKebayoran Baru, Jakarta SelatanHari ini","https://www.olx.co.id/item/cluster-baru-rumah-siap-huni-di-pondok-cabe-dekat-tol-pamulang-iid-880285124","Rp 1.600.000.000","Kebayoran Baru, Jakarta Selatan, Jakarta D.K.I.","84","70","SHM - Sertifikat Hak Milik","3","2","2"
"1669845604-635","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 1.600.000.0003 KT - 2 KM - 84 m2Rumah ready cluster ke amanan 24jm || pondok cabe dekat tol PamulangMampang Prapatan, Jakarta SelatanHari ini","https://www.olx.co.id/item/rumah-ready-cluster-ke-amanan-24jm-pondok-cabe-dekat-tol-pamulang-iid-880285323","Rp 1.600.000.000","Mampang Prapatan, Jakarta Selatan, Jakarta D.K.I.","84","70","SHM - Sertifikat Hak Milik","3","2","2"
"1669845609-636","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 599.000.0002 KT - 1 KM - 58 m2N(11.2418-P) HOT SALEE!! segera dapatkan hunian strategis dipusat kotaCilandak, Jakarta SelatanHari ini","https://www.olx.co.id/item/n112418-p-hot-salee-segera-dapatkan-hunian-strategis-dipusat-kota-iid-880285479","Rp 599.000.000","Cilandak, Jakarta Selatan, Jakarta D.K.I.","58","60","SHM - Sertifikat Hak Milik","2","1","1"
"1669845615-637","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 1.554.000.0003 KT - 3 KM - 104 m2Townhouse mewah full bata merah di lengkapi swimming pool & playgroundKebayoran Baru, Jakarta SelatanHari ini","https://www.olx.co.id/item/townhouse-mewah-full-bata-merah-di-lengkapi-swimming-pool-playground-iid-880285977","Rp 1.554.000.000","Kebayoran Baru, Jakarta Selatan, Jakarta D.K.I.","104","84","SHM - Sertifikat Hak Milik","3","3","2"
"1669845624-638","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","HighlightRp 635.000.0002 KT - 1 KM - 150 m2Lt 200 Rumah bu di jualKebayoran Baru, Jakarta Selatan7 hari yang lalu","https://www.olx.co.id/item/lt-200-rumah-bu-di-jual-iid-879753061","Rp 635.000.000","Kebayoran Baru, Jakarta Selatan, Jakarta D.K.I.","150","200","SHM - Sertifikat Hak Milik","2","1","0"
"1669845631-639","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","HighlightRp 23.000.000.0006 KT - 4 KM - 500 m2Dijual rumah mewah - Nego sampai dealMampang Prapatan, Jakarta Selatan20 Nov","https://www.olx.co.id/item/dijual-rumah-mewah-nego-sampai-deal-iid-879449562","Rp 23.000.000.000","Mampang Prapatan, Jakarta Selatan, Jakarta D.K.I.","500","1500","SHM - Sertifikat Hak Milik","6","4","2"
"1669845638-640","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","HighlightRp 775.000.0003 KT - 2 KM - 120 m2KPR Pribadi Developer Tanpa Bank Tnpa BI Checking Ciledug Lgsg OwnerPesanggrahan, Jakarta Selatan18 Nov","https://www.olx.co.id/item/kpr-pribadi-developer-tanpa-bank-tnpa-bi-checking-ciledug-lgsg-owner-iid-875782882","Rp 775.000.000","Pesanggrahan, Jakarta Selatan, Jakarta D.K.I.","120","70","SHM - Sertifikat Hak Milik","3","2","2"
"1669845644-641","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","HighlightRp 12.650.000.0007 KT - 5 KM - 250 m2Rumah Villa Cantik StrategisCilandak, Jakarta SelatanKemarin","https://www.olx.co.id/item/rumah-villa-cantik-strategis-iid-880207519","Rp 12.650.000.000","Cilandak, Jakarta Selatan, Jakarta D.K.I.","250","820","SHM - Sertifikat Hak Milik","7","5","2"
"1669845648-642","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 1.600.000.0004 KT - 4 KM - 126 m2Dp 0% RUMAH 3 Lantai FREE BPHTB AKSES DEKAT TOL PONDOK CABEKebayoran Baru, Jakarta SelatanHari ini","https://www.olx.co.id/item/dp-0-rumah-3-lantai-free-bphtb-akses-dekat-tol-pondok-cabe-iid-880286113","Rp 1.600.000.000","Kebayoran Baru, Jakarta Selatan, Jakarta D.K.I.","126","72","SHM - Sertifikat Hak Milik","4","4","3"
"1669845662-643","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 1.554.000.0002 KT - 1 KM - 104 m2Townhouse mewah masih asri di lengkapi swimming pool & playgroundCilandak, Jakarta SelatanHari ini","https://www.olx.co.id/item/townhouse-mewah-masih-asri-di-lengkapi-swimming-pool-playground-iid-880286292","Rp 1.554.000.000","Cilandak, Jakarta Selatan, Jakarta D.K.I.","104","84","SHM - Sertifikat Hak Milik","2","1","1"
"1669845665-644","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 1.600.000.0004 KT - 4 KM - 126 m2Rumah 3 Lantai TANPA DP free BPHTB Akses Dekat TOL PONDOK CABEKebayoran Lama, Jakarta SelatanHari ini","https://www.olx.co.id/item/rumah-3-lantai-tanpa-dp-free-bphtb-akses-dekat-tol-pondok-cabe-iid-880286371","Rp 1.600.000.000","Kebayoran Lama, Jakarta Selatan, Jakarta D.K.I.","126","72","SHM - Sertifikat Hak Milik","4","4","3"
"1669845717-645","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 1.600.000.0004 KT - 4 KM - 126 m2RUMAH MEWAH TANPA DP free BPHTB DEKAT TOL PONDOK CABEPesanggrahan, Jakarta SelatanHari ini","https://www.olx.co.id/item/rumah-mewah-tanpa-dp-free-bphtb-dekat-tol-pondok-cabe-iid-880286847","Rp 1.600.000.000","Pesanggrahan, Jakarta Selatan, Jakarta D.K.I.","126","72","SHM - Sertifikat Hak Milik","4","4","3"
"1669845723-646","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 1.554.000.0003 KT - 3 KM - 104 m2Townhouse Elite full bata merah di lengkapi swimming pool & playgroundMampang Prapatan, Jakarta SelatanHari ini","https://www.olx.co.id/item/townhouse-elite-full-bata-merah-di-lengkapi-swimming-pool-playground-iid-880286948","Rp 1.554.000.000","Mampang Prapatan, Jakarta Selatan, Jakarta D.K.I.","104","84","SHM - Sertifikat Hak Milik","3","3","2"
"1669845731-647","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 1.600.000.0004 KT - 4 KM - 126 m2DP 0% RUMAH MEWAH 3 LANTAI FREE BIAYA BPHTB DEKAT TOL PONDOK CABECilandak, Jakarta SelatanHari ini","https://www.olx.co.id/item/dp-0-rumah-mewah-3-lantai-free-biaya-bphtb-dekat-tol-pondok-cabe-iid-880287276","Rp 1.600.000.000","Cilandak, Jakarta Selatan, Jakarta D.K.I.","126","72","SHM - Sertifikat Hak Milik","4","4","3"
"1669845735-648","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 1.900.000.0005 KT - 4 KM - 150 m2Rumah mewah di Graha raya Bintaro semi furnished siap huniPesanggrahan, Jakarta SelatanHari ini","https://www.olx.co.id/item/rumah-mewah-di-graha-raya-bintaro-semi-furnished-siap-huni-iid-880288268","Rp 1.900.000.000","Pesanggrahan, Jakarta Selatan, Jakarta D.K.I.","150","98","SHM - Sertifikat Hak Milik","5","4","2"
"1669845740-649","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 2.700.000.0003 KT - 3 KM - 140 m2Dijual Rumah Tinggal di Petukangan Jakarta SelatanPesanggrahan, Jakarta SelatanHari ini","https://www.olx.co.id/item/dijual-rumah-tinggal-di-petukangan-jakarta-selatan-iid-880289246","Rp 2.700.000.000","Pesanggrahan, Jakarta Selatan, Jakarta D.K.I.","140","186","SHM - Sertifikat Hak Milik","3","3","1"
"1669845746-650","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 895.000.0023 KT - 2 KM - 70 m2Rumah Siap Huni Di Kota Depok Tanpa DP 0%Pancoran, Jakarta SelatanHari ini","https://www.olx.co.id/item/rumah-siap-huni-di-kota-depok-tanpa-dp-0-iid-880289323","Rp 895.000.002","Pancoran, Jakarta Selatan, Jakarta D.K.I.","70","73","SHM - Sertifikat Hak Milik","3","2","2"
"1669845750-651","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 550.000.0003 KT - 2 KM - 60 m2N(10-234-P) INVESTASI AKHIR TAHUN PLUS DAPATKAN BONUS LAINNYA, SHMPancoran, Jakarta SelatanHari ini","https://www.olx.co.id/item/n10-234-p-investasi-akhir-tahun-plus-dapatkan-bonus-lainnya-shm-iid-880290391","Rp 550.000.000","Pancoran, Jakarta Selatan, Jakarta D.K.I.","60","60","SHM - Sertifikat Hak Milik","3","2","2"
"1669845755-652","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 1.600.000.0004 KT - 4 KM - 126 m2RUMAH 3 LANTAI TANPA DP DI PONDOK CABE free BPHTB DEKAT TOLMampang Prapatan, Jakarta SelatanHari ini","https://www.olx.co.id/item/rumah-3-lantai-tanpa-dp-di-pondok-cabe-free-bphtb-dekat-tol-iid-880290589","Rp 1.600.000.000","Mampang Prapatan, Jakarta Selatan, Jakarta D.K.I.","126","72","SHM - Sertifikat Hak Milik","4","4","3"
"1669845760-653","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 1.600.000.0004 KT - 4 KM - 126 m2Townhouse 3lantai DP 0% free biaya surat design elite ada rooftop aksePesanggrahan, Jakarta SelatanHari ini","https://www.olx.co.id/item/townhouse-3lantai-dp-0-free-biaya-surat-design-elite-ada-rooftop-akse-iid-880291228","Rp 1.600.000.000","Pesanggrahan, Jakarta Selatan, Jakarta D.K.I.","126","72","SHM - Sertifikat Hak Milik","4","4","3"
"1669845772-654","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 1.600.000.0003 KT - 3 KM - 84 m2Cluster baru rumah siap huni || lokasi pondok cabe dekat tol pamulangCilandak, Jakarta SelatanHari ini","https://www.olx.co.id/item/cluster-baru-rumah-siap-huni-lokasi-pondok-cabe-dekat-tol-pamulang-iid-880291375","Rp 1.600.000.000","Cilandak, Jakarta Selatan, Jakarta D.K.I.","84","70","SHM - Sertifikat Hak Milik","3","3","2"
"1669845781-655","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 875.000.0003 KT - 2 KM - 70 m2Free biaya biaya Rumah baru selangkah ke Villa DagoMampang Prapatan, Jakarta SelatanHari ini","https://www.olx.co.id/item/free-biaya-biaya-rumah-baru-selangkah-ke-villa-dago-iid-880291608","Rp 875.000.000","Mampang Prapatan, Jakarta Selatan, Jakarta D.K.I.","70","72","SHM - Sertifikat Hak Milik","3","2","2"
"1669845787-656","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 1.600.000.0004 KT - 4 KM - 126 m2Hunian 3 Lantai DP 0% pondok cabe Dekat Tol free bphtbPasar Minggu, Jakarta SelatanHari ini","https://www.olx.co.id/item/hunian-3-lantai-dp-0-pondok-cabe-dekat-tol-free-bphtb-iid-880291760","Rp 1.600.000.000","Pasar Minggu, Jakarta Selatan, Jakarta D.K.I.","126","72","SHM - Sertifikat Hak Milik","4","4","3"
"1669845795-657","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 875.000.0003 KT - 2 KM - 70 m2Rumah newah nempel villa dago dekat fasilitas umumPesanggrahan, Jakarta SelatanHari ini","https://www.olx.co.id/item/rumah-newah-nempel-villa-dago-dekat-fasilitas-umum-iid-880291768","Rp 875.000.000","Pesanggrahan, Jakarta Selatan, Jakarta D.K.I.","70","72","SHM - Sertifikat Hak Milik","3","2","2"
"1669845802-658","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","HighlightRp 5.000.0003 KT - 2 KM - 47 m2Rumah Mewah Dekat BSD , punya rumah di Tangerang bsd Tanpa ModalKebayoran Lama, Jakarta Selatan02 Nov","https://www.olx.co.id/item/rumah-mewah-dekat-bsd-punya-rumah-di-tangerang-bsd-tanpa-modal-iid-877822339","Rp 5.000.000","Kebayoran Lama, Jakarta Selatan, Jakarta D.K.I.","47","84","SHM - Sertifikat Hak Milik","3","2","2"
"1669845806-659","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","HighlightRp 625.000.0002 KT - 1 KM - 52 m2rumah 2 lantai di Jagakarsa dekat dengan tol desar bisa KPRCilandak, Jakarta Selatan06 Nov","https://www.olx.co.id/item/rumah-2-lantai-di-jagakarsa-dekat-dengan-tol-desar-bisa-kpr-iid-869907529","Rp 625.000.000","Cilandak, Jakarta Selatan, Jakarta D.K.I.","52","42","SHM - Sertifikat Hak Milik","2","1","2"
"1669845811-660","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","HighlightRp 650.000.0003 KT - 2 KM - 120 m2Jual murah lagi buKebayoran Baru, Jakarta Selatan19 Nov","https://www.olx.co.id/item/jual-murah-lagi-bu-iid-879344717","Rp 650.000.000","Kebayoran Baru, Jakarta Selatan, Jakarta D.K.I.","120","60","SHM - Sertifikat Hak Milik","3","2","2"
"1669845816-661","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","HighlightRp 2.600.000.0005 KT - 4 KM - 250 m2Dijual Rumah Pesanggrahan Jakarta SelatanPesanggrahan, Jakarta Selatan10 Sep","https://www.olx.co.id/item/dijual-rumah-pesanggrahan-jakarta-selatan-iid-873091029","Rp 2.600.000.000","Pesanggrahan, Jakarta Selatan, Jakarta D.K.I.","250","153","SHM - Sertifikat Hak Milik","5","4","2"
"1669845820-662","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 19.000.000.0007 KT - 5 KM - 500 m2Di jual rumah kost an strategis di pejaten barat jakarta selatanPasar Minggu, Jakarta SelatanHari ini","https://www.olx.co.id/item/di-jual-rumah-kost-an-strategis-di-pejaten-barat-jakarta-selatan-iid-880291864","Rp 19.000.000.000","Pasar Minggu, Jakarta Selatan, Jakarta D.K.I.","500","1460","SHM - Sertifikat Hak Milik","7","5","2"
"1669845824-663","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 1.300.000.0003 KT - 2 KM - 100 m2Di Jual Kavling siap bangun, Lokasi strategis, daerah Pasar MingguPasar Minggu, Jakarta SelatanHari ini","https://www.olx.co.id/item/di-jual-kavling-siap-bangun-lokasi-strategis-daerah-pasar-minggu-iid-880292185","Rp 1.300.000.000","Pasar Minggu, Jakarta Selatan, Jakarta D.K.I.","100","50","SHM - Sertifikat Hak Milik","3","2","2"
"1669845827-664","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 625.000.0003 KT - 2 KM - 85 m2N(11.2957-P) HUNIAN SELANGKAH DARI MALL PAMULANG SQUARE BEBAS BANJIRPasar Minggu, Jakarta SelatanHari ini","https://www.olx.co.id/item/n112957-p-hunian-selangkah-dari-mall-pamulang-square-bebas-banjir-iid-880292269","Rp 625.000.000","Pasar Minggu, Jakarta Selatan, Jakarta D.K.I.","85","85","SHM - Sertifikat Hak Milik","3","2","1"
"1669845832-665","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 445.000.0002 KT - 1 KM - 45 m2Rumah kpr kualitas super di sawangan depok bayar 7jt all inCilandak, Jakarta SelatanHari ini","https://www.olx.co.id/item/rumah-kpr-kualitas-super-di-sawangan-depok-bayar-7jt-all-in-iid-880292285","Rp 445.000.000","Cilandak, Jakarta Selatan, Jakarta D.K.I.","45","62","SHM - Sertifikat Hak Milik","2","1","1"
"1669845836-666","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 2.000.000.0005 KT - 4 KM - 140 m2Hunian mewah ekslusif di bintaro sektor 2 dekat BINTARO PLAZAPesanggrahan, Jakarta SelatanHari ini","https://www.olx.co.id/item/hunian-mewah-ekslusif-di-bintaro-sektor-2-dekat-bintaro-plaza-iid-880292360","Rp 2.000.000.000","Pesanggrahan, Jakarta Selatan, Jakarta D.K.I.","140","96","SHM - Sertifikat Hak Milik","5","4","2"
"1669845844-667","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 4.650.000.0004 KT - 3 KM - 160 m2Dijual Rumah Siap Huni 2 Lantai di Cilandak Jakarta Selatan, 9530-DRCilandak, Jakarta SelatanHari ini","https://www.olx.co.id/item/dijual-rumah-siap-huni-2-lantai-di-cilandak-jakarta-selatan-9530-dr-iid-880292514","Rp 4.650.000.000","Cilandak, Jakarta Selatan, Jakarta D.K.I.","160","182","SHM - Sertifikat Hak Milik","4","3","2"
"1669845848-668","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 2.000.000.0005 KT - 4 KM - 140 m2Townhouse ekslusif modern house di kawasan bintato sektor 2Mampang Prapatan, Jakarta SelatanHari ini","https://www.olx.co.id/item/townhouse-ekslusif-modern-house-di-kawasan-bintato-sektor-2-iid-880292522","Rp 2.000.000.000","Mampang Prapatan, Jakarta Selatan, Jakarta D.K.I.","140","96","SHM - Sertifikat Hak Milik","5","4","2"
